,status,founded_at,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,category_code_advertising,category_code_biotech,category_code_consulting,category_code_ecommerce,category_code_education,category_code_enterprise,category_code_games_video,category_code_hardware,category_code_mobile,category_code_network_hosting,category_code_other,category_code_public_relations,category_code_search,category_code_software,category_code_web,country_code_AUS,country_code_CAN,country_code_DEU,country_code_ESP,country_code_FRA,country_code_GBR,country_code_IND,country_code_USA,country_code_other,activedays
2076,1,2010,2012.0,2013.0,2.0,2825800.0,2013.0,2013.0,1.0,3.8906911456708704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4015
2077,1,2007,2012.0,2013.0,2.0,1702200.0,2009.0,2009.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5110
2078,1,2002,2005.0,2010.0,3.0,27000000.0,2002.0,2002.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6935
2079,1,2012,2013.0,2013.0,1.0,3000000.0,2013.0,2013.0,1.0,3.8906911456708704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2080,1,2012,2013.0,2013.0,1.0,500000.0,2012.0,2012.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3285
2081,1,2012,2002.0,2013.0,2.0,9400000.0,2013.0,2013.0,1.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2082,1,2012,2012.0,2012.0,1.0,1000000.0,2012.0,2012.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2083,1,2012,2013.0,2013.0,1.0,35000.0,2013.0,2013.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3285
2084,1,2012,2013.0,2013.0,1.0,100000.0,2013.0,2013.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2085,1,2012,2006.0,2008.0,3.0,14500000.0,2005.0,2012.0,5.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2086,3,2011,2012.0,2012.0,1.0,12000000.0,2012.0,2013.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2087,1,2012,2012.0,2013.0,2.0,15500000.0,2013.0,2013.0,2.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2088,1,2010,2012.0,2012.0,1.0,3000000.0,2011.0,2011.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4015
2089,1,2012,2013.0,2013.0,1.0,750000.0,2012.0,2012.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2090,1,2012,2012.0,2012.0,1.0,40000.0,2013.0,2013.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2091,1,2012,2012.0,2012.0,1.0,6000000.0,2012.0,2013.0,3.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2092,1,2012,2013.0,2013.0,1.0,280000.0,2012.0,2012.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2093,1,2012,2012.0,2012.0,1.0,50000.0,2012.0,2012.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2094,1,2012,2012.0,2012.0,1.0,235000.0,2013.0,2013.0,1.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2095,1,2012,2011.0,2013.0,2.0,1750000.0,2012.0,2013.0,2.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2096,1,1999,2006.0,2007.0,2.0,14000000.0,2007.0,2007.0,1.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8030
2097,3,2000,2007.0,2007.0,1.0,4000000.0,2003.0,2003.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2098,1,2012,2012.0,2013.0,3.0,3500000.0,2013.0,2013.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3285
2099,1,2012,2012.0,2013.0,3.0,6550000.0,2013.0,2013.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2100,1,2012,2013.0,2013.0,1.0,50000.0,2012.0,2012.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2101,0,2007,2009.0,2009.0,1.0,3000000.0,2009.0,2010.0,2.0,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2102,1,2012,2012.0,2012.0,1.0,2550000.0,2012.0,2013.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2103,1,2013,2007.0,2007.0,1.0,4561780.722452607,2011.0,2011.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2920
2104,1,2012,2013.0,2013.0,1.0,150000.0,2012.0,2012.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2105,3,2001,2007.0,2007.0,1.0,4561780.722452607,2007.0,2007.0,1.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2106,1,2000,2000.0,2005.0,2.0,17000000.0,2012.0,2013.0,4.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7665
2107,1,2006,2007.0,2007.0,1.0,3100000.0,2006.0,2006.0,1.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5475
2108,1,2007,2009.0,2009.0,1.0,100000.0,2007.0,2009.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5110
2109,1,2011,2012.0,2012.0,1.0,4561780.722452607,2011.0,2011.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2110,1,2006,2009.0,2012.0,3.0,11700000.0,2013.0,2013.0,2.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5475
2111,3,2008,2011.0,2012.0,3.0,1820000.0,2006.0,2013.0,4.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2112,1,2012,2013.0,2013.0,1.0,1000000.0,2012.0,2013.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2113,0,2012,2012.0,2012.0,1.0,13000.0,2012.0,2012.0,2.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2114,1,2012,2012.0,2012.0,1.0,100000.0,2012.0,2012.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2115,1,2012,2012.0,2013.0,2.0,14475735.0,2013.0,2013.0,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2116,1,2012,2013.0,2013.0,1.0,500000.0,2013.0,2013.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2117,0,2004,2005.0,2007.0,2.0,4000000.0,2004.0,2013.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2118,1,2011,2012.0,2012.0,2.0,6100000.0,2013.0,2013.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3650
2119,1,2012,2012.0,2012.0,1.0,100000.0,2012.0,2012.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3285
2120,1,2012,2012.0,2012.0,1.0,1700000.0,2012.0,2012.0,1.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2121,1,2001,2009.0,2009.0,1.0,9000000.0,2007.0,2007.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7300
2122,1,2006,2007.0,2007.0,1.0,10000000.0,2007.0,2007.0,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5475
2123,1,2012,2012.0,2013.0,2.0,17500000.0,2013.0,2013.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2124,1,2007,2008.0,2013.0,3.0,2497633.0,2007.0,2011.0,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5110
2125,1,2010,2012.0,2013.0,2.0,18000000.0,2012.0,2013.0,2.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4015
2126,1,2012,2013.0,2013.0,1.0,1500000.0,2012.0,2013.0,2.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2127,1,2012,2012.0,2012.0,1.0,1200000.0,2012.0,2012.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2128,1,1999,2007.0,2007.0,1.0,4561780.722452607,2011.0,2012.0,2.0,26.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8030
2129,1,2012,2013.0,2013.0,1.0,6400000.0,2012.0,2012.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2130,1,2012,2012.0,2013.0,2.0,1650000.0,2012.0,2012.0,1.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2131,3,1999,2005.0,2005.0,1.0,20000000.0,2004.0,2004.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2132,1,2012,2013.0,2013.0,1.0,20000.0,2013.0,2013.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2133,1,2011,2013.0,2013.0,1.0,2000000.0,2013.0,2013.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3650
2134,1,2011,2012.0,2013.0,2.0,6000000.0,2013.0,2013.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3650
2135,1,2011,2011.0,2013.0,2.0,1545000.0,2011.0,2011.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3650
2136,1,2012,2013.0,2013.0,1.0,1000000.0,2013.0,2013.0,1.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2137,1,2012,2012.0,2013.0,2.0,28000000.0,2013.0,2013.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3285
2138,1,2003,2012.0,2012.0,1.0,12000000.0,2012.0,2012.0,1.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6570
2139,1,2011,2012.0,2012.0,1.0,30000.0,2012.0,2012.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3650
2140,1,2012,2013.0,2013.0,1.0,20000.0,2013.0,2013.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3285
2141,1,2009,2010.0,2012.0,3.0,5997988.0,2011.0,2011.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4380
2142,3,2002,2006.0,2006.0,1.0,11000000.0,2006.0,2006.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2143,3,2004,2005.0,2007.0,2.0,12800000.0,2006.0,2006.0,1.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2144,1,2012,2012.0,2012.0,1.0,250000.0,2013.0,2013.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2145,1,2007,2008.0,2008.0,1.0,1200000.0,2010.0,2013.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5110
2146,1,2012,2012.0,2013.0,2.0,5000000.0,2013.0,2013.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2147,3,2008,2009.0,2009.0,1.0,1300000.0,2008.0,2009.0,2.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2148,1,2008,2012.0,2013.0,2.0,3439787.0,2009.0,2009.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4745
2149,1,2011,2013.0,2013.0,1.0,3300000.0,2011.0,2013.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2150,1,2011,2012.0,2013.0,2.0,14000000.0,2011.0,2013.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3650
2151,1,2011,2012.0,2012.0,1.0,700000.0,2012.0,2013.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2152,1,2006,2006.0,2006.0,1.0,2300000.0,2006.0,2006.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5475
2153,1,2008,2008.0,2008.0,1.0,4561780.722452607,2008.0,2008.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4745
2154,1,2007,2006.0,2009.0,2.0,10500000.0,2009.0,2013.0,4.0,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5110
2155,1,2010,2011.0,2011.0,1.0,4561780.722452607,2010.0,2012.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4015
2156,1,2012,2012.0,2013.0,3.0,8107500.0,2012.0,2013.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2157,1,2011,2013.0,2013.0,1.0,1500000.0,2012.0,2012.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2158,1,2011,2011.0,2011.0,1.0,725000.0,2011.0,2011.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3650
2159,1,2008,2010.0,2010.0,1.0,1000000.0,2010.0,2010.0,3.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4745
2160,1,2011,2012.0,2012.0,1.0,165000.0,2013.0,2013.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3650
2161,1,2008,2011.0,2011.0,2.0,6000000.0,2011.0,2012.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4745
2162,1,2006,2007.0,2007.0,1.0,4561780.722452607,2012.0,2012.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5475
2163,1,2011,2011.0,2012.0,2.0,4561780.722452607,2012.0,2013.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2164,1,2011,2012.0,2013.0,2.0,550000.0,2013.0,2013.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2165,1,2011,2011.0,2013.0,3.0,2725000.0,2011.0,2013.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3650
2166,1,2011,2011.0,2013.0,2.0,3600000.0,2012.0,2013.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2167,1,2010,2013.0,2013.0,1.0,1500000.0,2013.0,2013.0,2.0,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4015
2168,1,2011,2013.0,2013.0,1.0,425000.0,2013.0,2013.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3650
2169,1,2011,2011.0,2011.0,1.0,5000.0,2011.0,2011.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2170,1,2010,2012.0,2012.0,1.0,8100000.0,2010.0,2010.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4015
2171,1,2005,2010.0,2013.0,3.0,24500000.0,2012.0,2013.0,2.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5840
2172,1,2012,2013.0,2013.0,1.0,1840000.0,2012.0,2012.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2173,1,2012,2013.0,2013.0,1.0,929073.0,2013.0,2013.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2174,1,2011,2012.0,2012.0,1.0,400000.0,2011.0,2011.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2175,1,2012,2012.0,2012.0,1.0,200000.0,2012.0,2013.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2176,1,2013,2013.0,2013.0,1.0,168000.0,2013.0,2013.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2920
2177,1,2012,2013.0,2013.0,2.0,500000.0,2013.0,2013.0,3.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2178,1,2013,2013.0,2013.0,1.0,1800000.0,2013.0,2013.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2920
2179,1,2011,2013.0,2013.0,1.0,250000.0,2012.0,2012.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3650
2180,1,2011,2013.0,2013.0,2.0,2510000.0,2013.0,2013.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2181,1,2000,2013.0,2013.0,1.0,4011526.0,2013.0,2013.0,1.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7665
2182,3,2007,2007.0,2009.0,3.0,5000000.0,2008.0,2010.0,4.0,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2183,3,2001,2010.0,2010.0,1.0,11311711.0,2007.0,2013.0,3.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2184,3,2007,2008.0,2008.0,1.0,3000000.0,2008.0,2010.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2185,3,2008,2008.0,2010.0,3.0,4340000.0,2008.0,2010.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2186,1,2007,2013.0,2013.0,2.0,10000000.0,2013.0,2013.0,1.0,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5110
2187,1,2010,2012.0,2013.0,2.0,9264900.0,2002.0,2002.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4015
2188,3,2004,2012.0,2012.0,1.0,33000.0,2009.0,2009.0,1.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2189,1,2008,2011.0,2011.0,1.0,1450000.0,2008.0,2008.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4745
2190,1,2012,2013.0,2013.0,1.0,1500000.0,2013.0,2013.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3285
2191,1,2012,2012.0,2013.0,2.0,4541900.0,2013.0,2013.0,1.0,3.8906911456708704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2192,1,2000,2009.0,2013.0,3.0,21000000.0,2013.0,2013.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7665
2193,1,2011,2013.0,2013.0,1.0,525000.0,2012.0,2012.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2194,1,2011,2013.0,2013.0,1.0,4561780.722452607,2012.0,2012.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2195,1,2011,2012.0,2013.0,2.0,250000.0,2011.0,2011.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2196,1,2012,2013.0,2013.0,1.0,275000.0,2013.0,2013.0,1.0,3.8906911456708704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2197,1,2012,2013.0,2013.0,1.0,7000000.0,2013.0,2013.0,1.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2198,1,2008,2013.0,2013.0,1.0,15000000.0,2009.0,2009.0,1.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4745
2199,1,2012,2012.0,2013.0,2.0,3195000.0,2013.0,2013.0,2.0,19.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2200,1,2010,2013.0,2013.0,1.0,4561780.722452607,2012.0,2012.0,1.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4015
2201,1,2013,2013.0,2013.0,1.0,60000.0,2013.0,2013.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2920
2202,0,2011,2012.0,2012.0,2.0,111000.0,2012.0,2012.0,1.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2203,1,2011,2011.0,2011.0,1.0,4561780.722452607,2012.0,2013.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3650
2204,1,2013,2011.0,2013.0,3.0,1872500.0,2013.0,2013.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2920
2205,1,2012,2012.0,2012.0,1.0,1000000.0,2013.0,2013.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2206,1,2012,2012.0,2012.0,1.0,4561780.722452607,2013.0,2013.0,1.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2207,1,2012,2012.0,2013.0,2.0,1650000.0,2013.0,2013.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2208,1,2011,2011.0,2011.0,1.0,500000.0,2011.0,2011.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2209,1,2012,2012.0,2013.0,3.0,1600000.0,2012.0,2013.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3285
2210,1,2012,2013.0,2013.0,1.0,1500000.0,2012.0,2012.0,1.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2211,1,2011,2013.0,2013.0,2.0,19000000.0,2013.0,2013.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
2212,1,2012,2013.0,2013.0,1.0,1000000.0,2012.0,2013.0,2.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2213,1,2012,2013.0,2013.0,1.0,3600000.0,2012.0,2012.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2214,1,2012,2012.0,2013.0,2.0,2750000.0,2013.0,2013.0,1.0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3285
2215,3,2002,2002.0,2006.0,3.0,16500000.0,2009.0,2013.0,5.0,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2216,1,2011,2011.0,2013.0,2.0,1100000.0,2013.0,2013.0,1.0,3.8906911456708704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650
